wav_name,original_transcript,stt_transcript,WER,CER,highlighted_original,highlighted_stt
1_vi-VN_20241217132830.wav,"Chào bộ phận hỗ trợ khách hàng của Contoso Electronics, tôi muốn hỏi về sản phẩm mới nhất của công ty.","Chào bộ phận hỗ trợ khách hàng của contoso electronics, tôi muốn hỏi về sản phẩm mới nhất của công ty.",0.09523809523809523,0.0196078431372549,"<span style='background-color:yellow'>Chào</span> <span style='background-color:yellow'>bộ</span> <span style='background-color:yellow'>phận</span> <span style='background-color:yellow'>hỗ</span> <span style='background-color:yellow'>trợ</span> <span style='background-color:yellow'>khách</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>Contoso</span> <span style='background-color:purple'>Electronics,</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>hỏi</span> <span style='background-color:yellow'>về</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>mới</span> <span style='background-color:yellow'>nhất</span> <span style='background-color:yellow'>của</span> <span style='background-color:yellow'>công</span> <span style='background-color:yellow'>ty.</span>","<span style='background-color:yellow'>Chào</span> <span style='background-color:yellow'>bộ</span> <span style='background-color:yellow'>phận</span> <span style='background-color:yellow'>hỗ</span> <span style='background-color:yellow'>trợ</span> <span style='background-color:yellow'>khách</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>contoso</span> <span style='background-color:purple'>electronics,</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>hỏi</span> <span style='background-color:yellow'>về</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>mới</span> <span style='background-color:yellow'>nhất</span> <span style='background-color:yellow'>của</span> <span style='background-color:yellow'>công</span> <span style='background-color:yellow'>ty.</span>"
10_vi-VN_20241217132833.wav,"Tôi muốn biết cách liên hệ với bộ phận hỗ trợ khách hàng của Contoso Electronics, có thể bạn hướng dẫn tôi cách liên hệ không?",Tôi muốn biết cách liên hệ với bộ phận hỗ trợ khách hàng của contoso electronics có thể bạn hướng dẫn tôi cách liên hệ không?,0.07692307692307693,0.023809523809523808,"<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>biết</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>liên</span> <span style='background-color:yellow'>hệ</span> <span style='background-color:yellow'>với</span> <span style='background-color:yellow'>bộ</span> <span style='background-color:yellow'>phận</span> <span style='background-color:yellow'>hỗ</span> <span style='background-color:yellow'>trợ</span> <span style='background-color:yellow'>khách</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>Contoso</span> <span style='background-color:purple'>Electronics,</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>liên</span> <span style='background-color:yellow'>hệ</span> <span style='background-color:yellow'>không?</span>",<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>biết</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>liên</span> <span style='background-color:yellow'>hệ</span> <span style='background-color:yellow'>với</span> <span style='background-color:yellow'>bộ</span> <span style='background-color:yellow'>phận</span> <span style='background-color:yellow'>hỗ</span> <span style='background-color:yellow'>trợ</span> <span style='background-color:yellow'>khách</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>contoso</span> <span style='background-color:purple'>electronics</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>liên</span> <span style='background-color:yellow'>hệ</span> <span style='background-color:yellow'>không?</span>
2_vi-VN_20241217132830.wav,"Tôi đang gặp vấn đề với máy tính xách tay của mình, có thể bạn có thể giúp tôi khôi phục dữ liệu không?",đang gặp vấn đề với máy tính xách tay của mình. Có thể bạn có thể giúp tôi khôi phục dữ liệu không?,0.125,0.05825242718446602,"<span style='background-color:red'>Tôi</span> <span style='background-color:yellow'>đang</span> <span style='background-color:yellow'>gặp</span> <span style='background-color:yellow'>vấn</span> <span style='background-color:yellow'>đề</span> <span style='background-color:yellow'>với</span> <span style='background-color:yellow'>máy</span> <span style='background-color:yellow'>tính</span> <span style='background-color:yellow'>xách</span> <span style='background-color:yellow'>tay</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>mình,</span> <span style='background-color:purple'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>giúp</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>khôi</span> <span style='background-color:yellow'>phục</span> <span style='background-color:yellow'>dữ</span> <span style='background-color:yellow'>liệu</span> <span style='background-color:yellow'>không?</span>",<span style='background-color:yellow'>đang</span> <span style='background-color:yellow'>gặp</span> <span style='background-color:yellow'>vấn</span> <span style='background-color:yellow'>đề</span> <span style='background-color:yellow'>với</span> <span style='background-color:yellow'>máy</span> <span style='background-color:yellow'>tính</span> <span style='background-color:yellow'>xách</span> <span style='background-color:yellow'>tay</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>mình.</span> <span style='background-color:purple'>Có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>giúp</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>khôi</span> <span style='background-color:yellow'>phục</span> <span style='background-color:yellow'>dữ</span> <span style='background-color:yellow'>liệu</span> <span style='background-color:yellow'>không?</span>
3_vi-VN_20241217132830.wav,"Tôi muốn đổi sản phẩm mới nhất của Contoso Electronics, có thể bạn hướng dẫn tôi quy trình đổi sản phẩm không?",Tôi muốn đổi sản phẩm mới nhất của contoso electronics có thể bạn hướng dẫn tôi quy trình đổi sản phẩm không?,0.09090909090909091,0.02727272727272727,"<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>đổi</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>mới</span> <span style='background-color:yellow'>nhất</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>Contoso</span> <span style='background-color:purple'>Electronics,</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>quy</span> <span style='background-color:yellow'>trình</span> <span style='background-color:yellow'>đổi</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>không?</span>",<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>đổi</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>mới</span> <span style='background-color:yellow'>nhất</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>contoso</span> <span style='background-color:purple'>electronics</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>quy</span> <span style='background-color:yellow'>trình</span> <span style='background-color:yellow'>đổi</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>không?</span>
4_vi-VN_20241217132831.wav,"Tôi muốn hủy đơn hàng của mình, có thể bạn hướng dẫn tôi cách hủy đơn hàng không?",Tôi muốn hủy đơn hàng của mình. Có thể bạn hướng dẫn tôi cách hủy đơn hàng không?,0.1111111111111111,0.024691358024691357,"<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>hủy</span> <span style='background-color:yellow'>đơn</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>mình,</span> <span style='background-color:purple'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>hủy</span> <span style='background-color:yellow'>đơn</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>không?</span>",<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>hủy</span> <span style='background-color:yellow'>đơn</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>mình.</span> <span style='background-color:purple'>Có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>hủy</span> <span style='background-color:yellow'>đơn</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>không?</span>
5_vi-VN_20241217132831.wav,"Tôi muốn mua thêm phụ kiện cho máy tính xách tay của mình, có thể bạn hướng dẫn tôi cách mua phụ kiện không?",Tôi muốn mua thêm phụ kiện cho máy tính xách tay của mình. Có thể bạn hướng dẫn tôi cách mua phụ kiện không?,0.08333333333333333,0.018518518518518517,"<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>mua</span> <span style='background-color:yellow'>thêm</span> <span style='background-color:yellow'>phụ</span> <span style='background-color:yellow'>kiện</span> <span style='background-color:yellow'>cho</span> <span style='background-color:yellow'>máy</span> <span style='background-color:yellow'>tính</span> <span style='background-color:yellow'>xách</span> <span style='background-color:yellow'>tay</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>mình,</span> <span style='background-color:purple'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>mua</span> <span style='background-color:yellow'>phụ</span> <span style='background-color:yellow'>kiện</span> <span style='background-color:yellow'>không?</span>",<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>mua</span> <span style='background-color:yellow'>thêm</span> <span style='background-color:yellow'>phụ</span> <span style='background-color:yellow'>kiện</span> <span style='background-color:yellow'>cho</span> <span style='background-color:yellow'>máy</span> <span style='background-color:yellow'>tính</span> <span style='background-color:yellow'>xách</span> <span style='background-color:yellow'>tay</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>mình.</span> <span style='background-color:purple'>Có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>mua</span> <span style='background-color:yellow'>phụ</span> <span style='background-color:yellow'>kiện</span> <span style='background-color:yellow'>không?</span>
6_vi-VN_20241217132831.wav,"Tôi muốn biết thời gian giao hàng của sản phẩm mới nhất của Contoso Electronics, có thể bạn hướng dẫn tôi cách kiểm tra thời gian giao hàng không?",Tôi muốn biết thời gian giao hàng của sản phẩm mới nhất của cô electronics có thể bạn hướng dẫn tôi cách kiểm tra thời gian giao hàng không?,0.06896551724137931,0.06164383561643835,"<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>biết</span> <span style='background-color:yellow'>thời</span> <span style='background-color:yellow'>gian</span> <span style='background-color:yellow'>giao</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>của</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>mới</span> <span style='background-color:yellow'>nhất</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>Contoso</span> <span style='background-color:purple'>Electronics,</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>kiểm</span> <span style='background-color:yellow'>tra</span> <span style='background-color:yellow'>thời</span> <span style='background-color:yellow'>gian</span> <span style='background-color:yellow'>giao</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>không?</span>",<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>biết</span> <span style='background-color:yellow'>thời</span> <span style='background-color:yellow'>gian</span> <span style='background-color:yellow'>giao</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>của</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>mới</span> <span style='background-color:yellow'>nhất</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>cô</span> <span style='background-color:purple'>electronics</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>kiểm</span> <span style='background-color:yellow'>tra</span> <span style='background-color:yellow'>thời</span> <span style='background-color:yellow'>gian</span> <span style='background-color:yellow'>giao</span> <span style='background-color:yellow'>hàng</span> <span style='background-color:yellow'>không?</span>
7_vi-VN_20241217132831.wav,"Tôi muốn biết chính sách bảo hành của sản phẩm mới nhất của Contoso Electronics, có thể bạn hướng dẫn tôi cách kiểm tra chính sách bảo hành không?",Tôi muốn biết chính sách bảo hành của sản phẩm mới nhất của contoso electronics có thể bạn hướng dẫn tôi cách kiểm tra chính sách bảo hành không?,0.06896551724137931,0.02054794520547945,"<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>biết</span> <span style='background-color:yellow'>chính</span> <span style='background-color:yellow'>sách</span> <span style='background-color:yellow'>bảo</span> <span style='background-color:yellow'>hành</span> <span style='background-color:yellow'>của</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>mới</span> <span style='background-color:yellow'>nhất</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>Contoso</span> <span style='background-color:purple'>Electronics,</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>kiểm</span> <span style='background-color:yellow'>tra</span> <span style='background-color:yellow'>chính</span> <span style='background-color:yellow'>sách</span> <span style='background-color:yellow'>bảo</span> <span style='background-color:yellow'>hành</span> <span style='background-color:yellow'>không?</span>",<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>biết</span> <span style='background-color:yellow'>chính</span> <span style='background-color:yellow'>sách</span> <span style='background-color:yellow'>bảo</span> <span style='background-color:yellow'>hành</span> <span style='background-color:yellow'>của</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>mới</span> <span style='background-color:yellow'>nhất</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>contoso</span> <span style='background-color:purple'>electronics</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>kiểm</span> <span style='background-color:yellow'>tra</span> <span style='background-color:yellow'>chính</span> <span style='background-color:yellow'>sách</span> <span style='background-color:yellow'>bảo</span> <span style='background-color:yellow'>hành</span> <span style='background-color:yellow'>không?</span>
8_vi-VN_20241217132832.wav,"Tôi muốn biết cách sử dụng sản phẩm mới nhất của Contoso Electronics, có thể bạn hướng dẫn tôi cách sử dụng sản phẩm không?",Tôi muốn biết cách sử dụng sản phẩm mới nhất của contoso electronics có thể bạn hướng dẫn tôi cách sử dụng sản phẩm không?,0.08,0.024390243902439025,"<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>biết</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>sử</span> <span style='background-color:yellow'>dụng</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>mới</span> <span style='background-color:yellow'>nhất</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>Contoso</span> <span style='background-color:purple'>Electronics,</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>sử</span> <span style='background-color:yellow'>dụng</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>không?</span>",<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>biết</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>sử</span> <span style='background-color:yellow'>dụng</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>mới</span> <span style='background-color:yellow'>nhất</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>contoso</span> <span style='background-color:purple'>electronics</span> <span style='background-color:yellow'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>sử</span> <span style='background-color:yellow'>dụng</span> <span style='background-color:yellow'>sản</span> <span style='background-color:yellow'>phẩm</span> <span style='background-color:yellow'>không?</span>
9_vi-VN_20241217132832.wav,"Tôi muốn biết cách truy cập vào tài khoản của tôi trên website của Contoso Electronics, có thể bạn hướng dẫn tôi cách truy cập vào tài khoản không?",Tôi muốn biết cách truy cập vào tài khoản của tôi trên website của contoso electronics. Có thể bạn hướng dẫn tôi cách truy cập vào tài khoản không?,0.10344827586206896,0.027210884353741496,"<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>biết</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>truy</span> <span style='background-color:yellow'>cập</span> <span style='background-color:yellow'>vào</span> <span style='background-color:yellow'>tài</span> <span style='background-color:yellow'>khoản</span> <span style='background-color:yellow'>của</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>trên</span> <span style='background-color:yellow'>website</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>Contoso</span> <span style='background-color:purple'>Electronics,</span> <span style='background-color:purple'>có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>truy</span> <span style='background-color:yellow'>cập</span> <span style='background-color:yellow'>vào</span> <span style='background-color:yellow'>tài</span> <span style='background-color:yellow'>khoản</span> <span style='background-color:yellow'>không?</span>",<span style='background-color:yellow'>Tôi</span> <span style='background-color:yellow'>muốn</span> <span style='background-color:yellow'>biết</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>truy</span> <span style='background-color:yellow'>cập</span> <span style='background-color:yellow'>vào</span> <span style='background-color:yellow'>tài</span> <span style='background-color:yellow'>khoản</span> <span style='background-color:yellow'>của</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>trên</span> <span style='background-color:yellow'>website</span> <span style='background-color:yellow'>của</span> <span style='background-color:purple'>contoso</span> <span style='background-color:purple'>electronics.</span> <span style='background-color:purple'>Có</span> <span style='background-color:yellow'>thể</span> <span style='background-color:yellow'>bạn</span> <span style='background-color:yellow'>hướng</span> <span style='background-color:yellow'>dẫn</span> <span style='background-color:yellow'>tôi</span> <span style='background-color:yellow'>cách</span> <span style='background-color:yellow'>truy</span> <span style='background-color:yellow'>cập</span> <span style='background-color:yellow'>vào</span> <span style='background-color:yellow'>tài</span> <span style='background-color:yellow'>khoản</span> <span style='background-color:yellow'>không?</span>
